id,track_name,artist,album,language,genre,youtube_id,thumbnail_url,energy,danceability,valence,tempo,acousticness,instrumentalness,speechiness,liveness,loudness,popularity,explicit,duration_ms,source,created_at
bcc82c4c-6c59-4145-a2ef-ab0e104372ac,Muttu Muttu (feat. Sri Madhumitha & Mc Sai),TeeJay Arunasalam,,en,,h6dOJyziCTk,https://i.ytimg.com/vi/h6dOJyziCTk/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3l7WjBVqzUzm-LSC8BW07pn3OokpQ,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,271000,ytmusic_playlist,2026-06-15 08:04:45.172726+00
3c4a18b4-76f3-43f9-8ade-998a37eeeb3a,செம்பருத்தி செம்பருத்தி | Sembaruthi Chembaruthi  | Superhit Tamil Song HD Video,"S. Janaki, Deva, Vaali, SP Balasubrahmanyam",,en,,p3Ag5gF5IqE,https://i.ytimg.com/vi/p3Ag5gF5IqE/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3lnv0uWueqZS9S5zyR4PyYjeHnniA,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,230000,ytmusic_playlist,2026-06-15 08:04:43.955764+00
a60dec77-f1d2-40e9-ab77-4f893ea59b7f,Pesavey Pesatha,"M. M. Keeravani, Janaki Iyer, Manikka Vinayagam, and R. Jayadev",,en,,VH3FhRpVxsI,https://i.ytimg.com/vi/VH3FhRpVxsI/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3na4tJS2CA3U23Qae3ETq59SkrGFA,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,313000,ytmusic_playlist,2026-06-15 08:04:42.139214+00
bc3febf8-f2db-406d-9914-9ae44424dec8,"Manmadhan | Manmadhane Nee Video Song | Silambarasan, Jyotika | Yuvan Shankar Raja | #ThinkTapes","Sadhana Sargam, Yuvan Shankar Raja, Snehan",,en,,MFf94YYSi_o,https://i.ytimg.com/vi/MFf94YYSi_o/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3m4BA7LuHB1td7t4eAIy2h-wkHCXw,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,281000,ytmusic_playlist,2026-06-15 08:04:40.242688+00
4ff6c9dc-fa0d-4cb1-a5d0-295a5ecc616d,"Sirukki Vaasam Tamil Video | Dhanush, Trisha | Santhosh Narayanan","Anand Aravindakshan, Shweta Mohan, Vivek, Santhosh Narayanan",,en,,zqQz-cLEumo,https://i.ytimg.com/vi/zqQz-cLEumo/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nXzWNXKbsJ3-ROG5u1f0WNozWPtA,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,238000,ytmusic_playlist,2026-06-15 08:04:39.636567+00
72e0136a-c7e9-4b2b-b449-a4671a58fb92,"Yennachu Yedhachu Video | G.V. Prakash Kumar, Anandhi","G.V. Prakash Kumar, Saindhavi",,en,,x-j36lxT568,https://i.ytimg.com/vi/x-j36lxT568/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kvk2TdTeI6VX0n0vQ1bDQ2bAC40w,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,254000,ytmusic_playlist,2026-06-15 08:04:39.043715+00
6507f1b6-a4a7-4837-b60b-639a5b1d0b29,Marandhu Poche,"Adithya RK, Sean Roldan, Madhan",,en,,5KeOobG2hAY,https://i.ytimg.com/vi/5KeOobG2hAY/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kOcowXz0D1UXhvp_i6XrFCG_cHsg,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,241000,ytmusic_playlist,2026-06-15 08:04:37.836061+00
9934d7ed-687b-4331-af53-a40b5b1b8460,Nenjin Ezhuth,Vidya Lakshmi G,,en,,B_Ffu0CPYJ4,https://i.ytimg.com/vi/B_Ffu0CPYJ4/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3mfJUUHLEYEW_B01QqHCk7qW8tyPw,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,265000,ytmusic_playlist,2026-06-15 08:04:37.257488+00
068f3ced-0f7e-4ded-81d3-f1b980d640d7,Rasa Rasa Unna Vachirukken Song | Manasthan | ராசா ராசா உன்ன | Hariharan Chitra | Tamil Love Song,Tamil cinema,,en,,UL4l4ab_2-0,https://i.ytimg.com/vi/UL4l4ab_2-0/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3lld5Vwu_JnI0bhDLv75odCLAeK2A,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,260000,ytmusic_playlist,2026-06-15 08:04:36.642553+00
3537daf2-e038-4fa7-9988-c18a3ddfb87d,Thottu Thottu Pesum Sulthana,RJS Music,,en,,mNcmezwxWTI,https://i.ytimg.com/vi/mNcmezwxWTI/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nqB0vu_e0a-5kKbXjcji70VuDWFw,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,282000,ytmusic_playlist,2026-06-15 08:04:35.411967+00
1260bc22-d3a5-4aba-bd76-93971871e5ee,Oru Murai From “Must Date The Playboy” Official Music Video - T Suriavelan | Sireesha Bhagavatula (feat. Srinisha Jayaseelan & Roshan Jamrock),Shabir Sulthan,,en,,4QdKQ-yU2eA,https://i.ytimg.com/vi/4QdKQ-yU2eA/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3npn0lh1VlBB9z9PLx9fI5LAKHs9w,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,280000,ytmusic_playlist,2026-06-15 08:04:34.182221+00
af414c24-9a69-4b30-92a2-d2cba50f4fba,Alappuzha Sandhayil,"Ken Karunaas, Grace Karunaas, G.V. Prakash Kumar",,en,,hNlOdeNbW_M,https://i.ytimg.com/vi/hNlOdeNbW_M/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nwlOMBYXTp0lLMnxqqBHfUOB8rIw,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,123000,ytmusic_playlist,2026-06-15 08:04:33.459379+00
f24671c1-007b-4cad-a38f-a8b9c430191c,Aasai (feat. Pragathi Guruprasad),TeeJay Arunasalam,,en,,CK6CN7IF0qg,https://i.ytimg.com/vi/CK6CN7IF0qg/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kIFIRV42ZRaa6_hCynY58duIl8Uw,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,321000,ytmusic_playlist,2026-06-15 08:04:32.850926+00
49f98c24-563a-4bbf-863b-8be26ca4c978,Kalyaana Maalai,"SP Balasubrahmanyam, Ilaiyaraaja",,en,,7PlKzu6UyJ0,https://i.ytimg.com/vi/7PlKzu6UyJ0/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nUX0WXfqf0zBOQh2HbVclfUo2ssw,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,336000,ytmusic_playlist,2026-06-15 08:04:30.773836+00
b0a2490f-e070-4ef5-b71e-92fe70aeef44,Vaadi Pottapulla Veliye,Vadivelu,,en,,sDTONRlPRxY,https://i.ytimg.com/vi/sDTONRlPRxY/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nwwPz6VuZ4I8p-ZHci18GhY0MGuA,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,257000,ytmusic_playlist,2026-06-15 08:04:29.554741+00
0479ab72-ef58-4116-b5c0-a03e1fd351a8,Romantic😍Video | Veeradhi Veera Official Video Song | Santhosh P.Jayakumar,Tamil Music Videos,,en,,VTfSIgPB0W4,https://i.ytimg.com/vi/VTfSIgPB0W4/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3kt8cxAT1RGImK42V7TYYUJLl_w0Q,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,168000,ytmusic_playlist,2026-06-15 08:04:28.947115+00
27c6904f-3614-472f-a79a-8e7de2cbb519,"Full Video: Kannae Kanmaniye | Tere Ishk Mein | Dhanush,Kriti | AR Rahman | Aanand L Rai | Bhushan K",Sarthak Kalyani,,en,,uA2d7HZkqO4,https://i.ytimg.com/vi/uA2d7HZkqO4/sddefault.jpg?sqp=-oaymwEWCJADEOEBIAQqCghqEJQEGHgg6AJIWg&rs=AMzJL3nTcqt9RtZMx0U-T-iuPmt0-c_28w,0.5,0.5,0.5,0.5,0.5,0.1,0.1,0.1,0.7,0.6,false,333000,ytmusic_playlist,2026-06-15 08:04:27.951204+00
